dragon,name,type,reused,launch,customers,norad_ids,nationalities,manufacturers,mass_kg,mass_lbs,orbit,reference_system,regime,longitude,semi_major_axis_km,eccentricity,periapsis_km,apoapsis_km,inclination_deg,period_min,lifespan_years,epoch,mean_motion,raan,arg_of_pericenter,mean_anomaly,id
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",FalconSAT-2,Satellite,False,5eb87cd9ffd86e000604b32a,['DARPA'],[],['United States'],['SSTL'],20.0,43.0,LEO,geocentric,low-earth,,,,400.0,500.0,39.0,,,,,,,,5eb0e4b5b6c3bb0006eeb1e1
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",DemoSAT,Satellite,False,5eb87cdaffd86e000604b32b,['DARPA'],[],['United States'],['SpaceX'],,,LEO,geocentric,low-earth,,,,,,,,,,,,,,5eb0e4b6b6c3bb0006eeb1e2
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Trailblazer,Satellite,False,5eb87cdbffd86e000604b32c,['NASA'],[],['United States'],['Space Dev'],,,LEO,geocentric,low-earth,,,,,,,,,,,,,,5eb0e4b6b6c3bb0006eeb1e3
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",PRESat,Satellite,False,5eb87cdbffd86e000604b32c,['ORS'],[],['United States'],[],,,LEO,geocentric,low-earth,,,,,,,,,,,,,,5eb0e4b6b6c3bb0006eeb1e4
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",RatSat,Satellite,False,5eb87cdbffd86e000604b32d,['SpaceX'],[33393],['United States'],['SpaceX'],165.0,363.0,LEO,geocentric,low-earth,,6988.564,0.0013012,601.336,619.523,9.3448,96.904,,2022-11-30T07:27:28.000Z,14.86006859,192.617,331.2516,28.6966,5eb0e4b7b6c3bb0006eeb1e5
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",RazakSAT,Satellite,False,5eb87cdcffd86e000604b32e,['ATSB'],[35578],['Malaysia'],['Satrec'],200.0,440.0,LEO,geocentric,low-earth,,7047.782,0.0016973,657.685,681.609,8.9865,98.138,,2022-11-30T09:34:29.000Z,14.67317419,230.5004,297.8648,61.9823,5eb0e4b7b6c3bb0006eeb1e6
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Dragon Qualification Unit,Dragon Boilerplate,False,5eb87cddffd86e000604b32f,['SpaceX'],[36595],['United States'],['SpaceX'],,,LEO,geocentric,low-earth,,6634.458,0.0030715,235.945,276.701,34.5005,89.632,,2010-06-04T20:04:51.000Z,16.06552645,41.2862,213.759,146.1185,5eb0e4b7b6c3bb0006eeb1e7
"{'capsule': '5e9e2c5bf35918ed873b2664', 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': 11940, 'manifest': None, 'water_landing': True, 'land_landing': False}",COTS Demo Flight 1,Dragon 1.0,False,5eb87cdeffd86e000604b330,['NASA(COTS)'],[37244],['United States'],['SpaceX'],,,LEO,geocentric,low-earth,,6672.063,0.0021812,279.375,308.481,34.5447,90.396,,2010-12-08T15:34:03.000Z,15.9298967,180.7668,225.2707,136.6556,5eb0e4b9b6c3bb0006eeb1e8
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Cubesats,Satellite,False,5eb87cdeffd86e000604b330,['NRO'],[],[],[],,,LEO,geocentric,low-earth,,,,,,,,,,,,,,5eb0e4b9b6c3bb0006eeb1e9
"{'capsule': '5e9e2c5bf3591882af3b2665', 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': 806400, 'manifest': None, 'water_landing': True, 'land_landing': False}",COTS Demo Flight 2,Dragon 1.0,False,5eb87cdfffd86e000604b331,['NASA(COTS)'],[38348],['United States'],['SpaceX'],525.0,1157.0,LEO,geocentric,low-earth,,6711.684,0.0057963,294.646,372.452,51.6726,91.202,,2012-05-22T09:12:31.000Z,15.78904505,251.5418,331.7079,31.2745,5eb0e4bab6c3bb0006eeb1ea
"{'capsule': '5e9e2c5bf3591835983b2666', 'mass_returned_kg': 905, 'mass_returned_lbs': 1995, 'flight_time_sec': 1728000, 'manifest': 'https://en.wikipedia.org/wiki/SpaceX_CRS-1#Payload', 'water_landing': True, 'land_landing': False}",CRS-1,Dragon 1.0,False,5eb87ce0ffd86e000604b332,['NASA (CRS)'],[38846],['United States'],['SpaceX'],400.0,881.0,ISS,geocentric,low-earth,,6643.164,0.0092222,203.764,326.293,51.6539,89.809,,2012-10-08T00:31:33.000Z,16.03395683,281.4248,54.4728,306.4841,5eb0e4bab6c3bb0006eeb1eb
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Orbcomm-OG2,Dragon 1.0,False,5eb87ce0ffd86e000604b332,['Orbcomm'],[],[],[],400.0,881.0,LEO,geocentric,low-earth,,,,,,45.0,,5.0,,,,,,5eb0e4bab6c3bb0006eeb1ec
"{'capsule': '5e9e2c5bf359189ef23b2667', 'mass_returned_kg': 1370, 'mass_returned_lbs': 3020, 'flight_time_sec': 2160000, 'manifest': 'https://en.wikipedia.org/wiki/SpaceX_CRS-2#Payload', 'water_landing': True, 'land_landing': False}",CRS-2,Dragon 1.0,False,5eb87ce1ffd86e000604b333,['NASA (CRS)'],[39115],['United States'],['SpaceX'],677.0,1492.0,ISS,geocentric,low-earth,,6640.79,0.0089419,203.274,322.036,51.6797,89.761,,2013-03-01T20:19:32.000Z,16.04255447,281.5076,50.5296,127.2881,5eb0e4bbb6c3bb0006eeb1ed
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",CASSIOPE,Satellite,False,5eb87ce1ffd86e000604b334,['MDA'],[39265],['Canada'],['MDA'],500.0,1100.0,PO,geocentric,low-earth,,7127.09,0.0605753,317.23,1180.681,80.9625,99.799,2.0,2022-11-30T12:48:53.000Z,14.42893773,90.7498,184.5986,174.9493,5eb0e4bbb6c3bb0006eeb1ee
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",SES-8,Satellite,False,5eb87ce2ffd86e000604b335,['SES'],[39460],['Luxembourg'],['Orbital ATK'],3170.0,6990.0,GTO,geocentric,geostationary,95.0,42164.65,7.12e-05,35783.513,35789.517,0.0228,1436.093,15.0,2022-11-30T11:14:45.000Z,1.00272077,266.5372,298.5075,127.9723,5eb0e4bbb6c3bb0006eeb1ef
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Thaicom 6,Satellite,False,5eb87ce3ffd86e000604b336,['Thaicom'],[39500],['Thailand'],['Orbital ATK'],3325.0,7330.0,GTO,geocentric,geostationary,78.5,42165.407,0.0002977,35774.719,35799.824,0.0641,1436.131,15.0,2022-11-30T11:09:59.000Z,1.00269378,115.8521,114.5434,84.8946,5eb0e4bbb6c3bb0006eeb1f0
"{'capsule': '5e9e2c5bf3591859a63b2668', 'mass_returned_kg': 1600, 'mass_returned_lbs': 3500, 'flight_time_sec': 2592000, 'manifest': 'https://en.wikipedia.org/wiki/SpaceX_CRS-3#Primary_payload_and_downmass', 'water_landing': True, 'land_landing': False}",CRS-3,Dragon 1.1,False,5eb87ce4ffd86e000604b337,['NASA (CRS)'],[39680],['United States'],['SpaceX'],2296.0,5062.0,ISS,geocentric,low-earth,,6700.881,0.0013819,313.486,332.006,51.6429,90.982,,2014-04-18T19:40:03.000Z,15.82724147,34.0918,268.425,162.2575,5eb0e4bbb6c3bb0006eeb1f1
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Orbcomm-OG2-M1,Satellite,False,5eb87ce4ffd86e000604b338,['Orbcomm'],[38847],['United States'],['Boeing'],1316.0,2901.0,LEO,geocentric,low-earth,,6641.01,0.0090712,202.633,323.117,51.6528,89.765,5.0,2012-10-08T03:42:59.000Z,16.04175555,280.7278,54.0639,355.0595,5eb0e4bcb6c3bb0006eeb1f2
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",AsiaSat 8,Satellite,False,5eb87ce5ffd86e000604b339,['AsiaSat'],[40107],['Hong Kong'],['SSL'],4535.0,9998.0,GTO,geocentric,geostationary,105.5,42165.071,0.0002099,35778.085,35795.786,0.013,1436.114,15.0,2022-11-30T07:19:47.000Z,1.00270577,309.1379,292.6826,293.4039,5eb0e4bcb6c3bb0006eeb1f3
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",AsiaSat 6,Satellite,False,5eb87ce6ffd86e000604b33a,['AsiaSat'],[40141],['Hong Kong'],['SSL'],4428.0,9762.0,GTO,geocentric,geostationary,120.0,42165.635,5.33e-05,35785.253,35789.747,0.0008,1436.143,15.0,2022-11-29T23:18:47.000Z,1.00268564,68.8962,174.7855,294.748,5eb0e4bcb6c3bb0006eeb1f4
"{'capsule': '5e9e2c5bf3591880643b2669', 'mass_returned_kg': 1486, 'mass_returned_lbs': 3276, 'flight_time_sec': 2987160, 'manifest': 'https://www.nasa.gov/sites/default/files/files/SpaceX_CRS-4_Mission_Overview-1.pdf', 'water_landing': True, 'land_landing': False}",CRS-4,Dragon 1.1,False,5eb87ce7ffd86e000604b33b,['NASA (CRS)'],[40210],['United States'],['SpaceX'],2216.0,4885.0,ISS,geocentric,low-earth,,6657.288,0.0113888,203.334,354.971,51.6518,90.095,,2014-09-21T05:48:51.000Z,15.98295763,344.0345,46.2662,314.7708,5eb0e4bcb6c3bb0006eeb1f5
"{'capsule': '5e9e2c5bf35918165f3b266a', 'mass_returned_kg': 1633, 'mass_returned_lbs': 3600, 'flight_time_sec': 2764800, 'manifest': 'https://www.nasa.gov/sites/default/files/files/SpaceX_CRS-5_factsheet.pdf', 'water_landing': True, 'land_landing': False}",CRS-5,Dragon 1.1,False,5eb87ce8ffd86e000604b33c,['NASA (CRS)'],[40370],['United States'],['SpaceX'],2395.0,5280.0,ISS,geocentric,low-earth,,6656.902,0.0109236,206.049,351.484,51.6369,90.088,,2015-01-10T09:44:04.000Z,15.98433248,152.0013,46.9449,314.0689,5eb0e4bdb6c3bb0006eeb1f6
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",DSCOVR,Satellite,False,5eb87ceaffd86e000604b33d,"['NASA', 'NOAA', 'USAF']",[40390],['United States'],['Sierra Nevada'],570.0,1260.0,ES-L1,heliocentric,L1-point,,,,,,,,5.0,,,,,,5eb0e4bdb6c3bb0006eeb1f7
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",ABS-3A,Satellite,False,5eb87ceaffd86e000604b33e,['ABS'],[40424],['Hong Kong'],['Boeing'],1954.0,4307.0,GTO,geocentric,geostationary,-3.0,42165.41,0.0002,35778.842,35795.708,0.0096,1436.132,15.0,2022-11-30T09:03:20.000Z,1.00269366,347.5612,149.4972,65.0331,5eb0e4bdb6c3bb0006eeb1f8
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Eutelsat 115 West B,Satellite,False,5eb87ceaffd86e000604b33e,['Eutelsat'],[40425],['France'],['Boeing'],2205.0,4861.0,GTO,geocentric,geostationary,-114.9,42164.066,2.31e-05,35784.957,35786.905,0.0057,1436.063,15.0,2022-11-30T12:56:23.000Z,1.0027416,157.6304,123.7592,227.2143,5eb0e4bdb6c3bb0006eeb1f9
"{'capsule': '5e9e2c5cf359188bfb3b266b', 'mass_returned_kg': 1361, 'mass_returned_lbs': 3000, 'flight_time_sec': 3110400, 'manifest': 'https://blogs.nasa.gov/spacex/wp-content/uploads/sites/227/2015/04/SpaceX_CRS-6_Mission_Overview.pdf', 'water_landing': True, 'land_landing': False}",CRS-6,Dragon 1.1,False,5eb87cecffd86e000604b33f,['NASA (CRS)'],[40588],['United States'],['SpaceX'],1898.0,4184.0,ISS,geocentric,low-earth,,6661.265,0.0116467,205.548,360.711,51.6488,90.176,,2015-04-14T20:35:14.000Z,15.96863068,40.8878,48.0984,63.0723,5eb0e4bdb6c3bb0006eeb1fa
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",TürkmenÄlem 52°E / MonacoSAT,Satellite,False,5eb87cedffd86e000604b340,['Turkmenistan National Space Agency'],[40617],['Turkmenistan'],['Thales Alenia Space'],4707.0,10377.0,GTO,geocentric,geostationary,52.0,42164.216,0.000278,35774.36,35797.803,0.0128,1436.071,15.0,2022-11-30T11:02:27.000Z,1.00273624,311.2889,296.2835,39.401,5eb0e4beb6c3bb0006eeb1fb
"{'capsule': '5e9e2c5cf35918407d3b266c', 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': 139, 'manifest': 'https://www.nasa.gov/sites/default/files/atoms/files/spacex_crs-7_mission_overview.pdf', 'water_landing': True, 'land_landing': False}",CRS-7,Dragon 1.1,False,5eb87ceeffd86e000604b341,['NASA (CRS)'],[],['United States'],['SpaceX'],2477.0,5460.9,ISS,geocentric,low-earth,,,,,,51.6,,,,,,,,5eb0e4beb6c3bb0006eeb1fc
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Orbcomm-OG2-M2,Satellite,False,5eb87cefffd86e000604b342,['Orbcomm'],[41187],['United States'],['Boeing'],2034.0,4484.0,LEO,geocentric,low-earth,,7086.606,0.0001968,707.076,709.866,47.0034,98.95,5.0,2022-11-30T06:43:09.000Z,14.55275843,167.138,1.3541,358.7349,5eb0e4beb6c3bb0006eeb1fd
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Jason-3,Satellite,False,5eb87cf0ffd86e000604b343,"['NASA', 'NOAA']",[41240],['United States'],['Thales Alenia Space'],553.0,1219.0,PO,geocentric,low-earth,,7715.868,0.0007884,1331.649,1343.816,66.0415,112.418,5.0,2022-11-30T13:02:56.000Z,12.80930622,304.0982,268.0487,91.9625,5eb0e4beb6c3bb0006eeb1fe
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",SES-9,Satellite,False,5eb87cf2ffd86e000604b344,['SES'],[41380],['Luxembourg'],['Boeing'],5271.0,11621.0,GTO,geocentric,geostationary,108.2,42164.927,6.37e-05,35784.106,35789.478,0.0149,1436.107,15.0,2022-11-29T23:15:32.000Z,1.00271089,305.3704,219.1862,1.4633,5eb0e4beb6c3bb0006eeb1ff
"{'capsule': '5e9e2c5cf3591885d43b266d', 'mass_returned_kg': 1678, 'mass_returned_lbs': 3700, 'flight_time_sec': 2843280, 'manifest': 'https://www.nasa.gov/sites/default/files/atoms/files/spacex_crs-8_mission_overview.pdf', 'water_landing': True, 'land_landing': False}",CRS-8,Dragon 1.1,False,5eb87cf3ffd86e000604b345,['NASA (CRS)'],[41452],['United States'],['SpaceX'],3136.0,6914.0,ISS,geocentric,low-earth,,6659.721,0.0108437,209.37,353.802,51.6569,90.145,,2016-04-08T21:07:36.000Z,15.9741849,43.9641,44.2256,64.0651,5eb0e4bfb6c3bb0006eeb200
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",JCSAT-2B,Satellite,False,5eb87cf5ffd86e000604b346,['SKY Perfect JSAT Group'],[41471],['Japan'],['SSL'],4696.0,10353.0,GTO,geocentric,geostationary,154.0,42164.193,9.02e-05,35782.254,35789.861,0.0185,1436.069,15.0,2022-11-29T21:45:17.000Z,1.00273709,324.6812,289.4467,294.9697,5eb0e4bfb6c3bb0006eeb201
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Thaicom 8,Satellite,False,5eb87cf6ffd86e000604b347,['Thaicom'],[41552],['Thailand'],['Orbital ATK'],3100.0,6800.0,GTO,geocentric,geostationary,78.5,42164.984,0.0002013,35778.361,35795.337,0.0832,1436.11,15.0,2022-11-30T11:09:59.000Z,1.00270886,62.4602,241.0505,11.8502,5eb0e4bfb6c3bb0006eeb202
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",ABS-2A,Satellite,False,5eb87cf8ffd86e000604b348,['ABS'],[41588],['Hong Kong'],['Boeing'],1800.0,3950.0,GTO,geocentric,geostationary,75.0,42165.923,0.0001655,35780.81,35794.767,0.0133,1436.158,15.0,2022-11-30T11:08:59.000Z,1.00267536,308.4166,187.8437,175.0139,5eb0e4bfb6c3bb0006eeb203
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Eutelsat 117 West B,Satellite,False,5eb87cf8ffd86e000604b348,['Eutelsat'],[40425],['France'],['Boeing'],1800.0,3950.0,GTO,geocentric,geostationary,-116.8,42164.066,2.31e-05,35784.957,35786.905,0.0057,1436.063,15.0,2022-11-30T12:56:23.000Z,1.0027416,157.6304,123.7592,227.2143,5eb0e4bfb6c3bb0006eeb204
"{'capsule': '5e9e2c5cf359183bb73b266e', 'mass_returned_kg': 1550, 'mass_returned_lbs': 3410, 'flight_time_sec': 3409380, 'manifest': 'https://www.nasa.gov/sites/default/files/atoms/files/spacex_crs-9_mission_overview2.pdf', 'water_landing': True, 'land_landing': False}",CRS-9,Dragon 1.1,False,5eb87cf9ffd86e000604b349,['NASA (CRS)'],[41672],['United States'],['SpaceX'],2257.0,4976.0,ISS,geocentric,low-earth,,6657.994,0.0113615,204.214,355.504,51.6593,90.11,,2016-07-18T05:09:49.000Z,15.98039801,263.3429,43.7868,66.5408,5eb0e4c0b6c3bb0006eeb205
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",JCSAT-16,Satellite,False,5eb87cfaffd86e000604b34a,['SKY Perfect JCSAT Group'],[41729],['Japan'],['SSL'],4600.0,10100.0,GTO,geocentric,geostationary,162.0,42165.375,0.0003834,35771.073,35803.406,0.0761,1436.13,15.0,2022-11-30T09:30:57.000Z,1.00269493,92.7725,171.2922,40.9434,5eb0e4c1b6c3bb0006eeb206
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Amos-6,Satellite,False,5eb87cfbffd86e000604b34b,['Spacecom'],[],['Israel'],['Israel Aerospace Industries'],5500.0,12100.0,GTO,geocentric,geostationary,-4.0,,,35785.0,35800.0,,,15.0,,,,,,5eb0e4c1b6c3bb0006eeb207
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Iridium NEXT 1,Satellite,False,5eb87cfdffd86e000604b34c,['Iridium Communications'],"[41917, 41918, 41919, 41920, 41921, 41922, 41923, 41924, 41925, 41926]",['United States'],['Thales Alenia Space'],9600.0,21200.0,PO,geocentric,low-earth,,7155.806,0.0001911,776.304,779.039,86.3965,100.403,15.0,2022-11-30T12:58:31.000Z,14.34217173,269.4845,90.6539,269.4876,5eb0e4c2b6c3bb0006eeb208
"{'capsule': '5e9e2c5cf359185d753b266f', 'mass_returned_kg': 1652, 'mass_returned_lbs': 3642, 'flight_time_sec': 2419620, 'manifest': 'https://www.nasa.gov/sites/default/files/atoms/files/spacex_crs-10_mission_overview.pdf', 'water_landing': True, 'land_landing': False}",CRS-10,Dragon 1.1,False,5eb87cfeffd86e000604b34d,['NASA (CRS)'],[42053],['United States'],['SpaceX'],2490.0,5490.0,ISS,geocentric,low-earth,,6657.603,0.0115859,202.334,356.602,51.632,90.102,,2017-02-19T15:02:32.000Z,15.98180622,264.9784,44.275,62.9999,5eb0e4c3b6c3bb0006eeb209
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",EchoStar 23,Satellite,False,5eb87cfeffd86e000604b34e,['EchoStar'],[42070],['United States'],['Airbus Defence and Space'],5600.0,12399.0,GTO,geocentric,geostationary,-44.9,42165.011,0.0002289,35777.224,35796.527,0.0174,1436.111,15.0,2022-11-30T13:03:49.000Z,1.0027079,334.0161,279.9748,261.4708,5eb0e4c3b6c3bb0006eeb20a
