dragon,name,type,reused,launch,customers,norad_ids,nationalities,manufacturers,mass_kg,mass_lbs,orbit,reference_system,regime,longitude,semi_major_axis_km,eccentricity,periapsis_km,apoapsis_km,inclination_deg,period_min,lifespan_years,epoch,mean_motion,raan,arg_of_pericenter,mean_anomaly,id
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 2-2 (v1.5),Satellite,False,6161c7d26db1a92bfba85346,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,PO,geocentric,polar,,,,,,,,,,,,,,6161d0af6db1a92bfba85352
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-3 (v1.5),Satellite,False,6161c94c6db1a92bfba85349,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,PO,geocentric,polar,,,,,,,,,,,,,,6161d0f26db1a92bfba85355
"{'capsule': '60b803421f83cc1e59f1644d', 'mass_returned_kg': 2200, 'mass_returned_lbs': 4900, 'flight_time_sec': 2977020, 'manifest': None, 'water_landing': True, 'land_landing': False}",CRS-24,Dragon 2.0,True,6161d2006db1a92bfba85356,['NASA (CRS)'],[],['United States'],['SpaceX'],,,ISS,geocentric,low-earth,,,,,,,,,,,,,,6161d22a6db1a92bfba85357
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",CSG-2,Satellite,False,6161d32d6db1a92bfba85359,['ESA'],[],[],[],2240.0,4938.0,SSO,geocentric,sun-synchronous,,,,,,,,,,,,,,6161d3a06db1a92bfba8535a
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",NROL-87,Satellite,False,61bf3e31cd5ab50b0d936345,"['National Reconnaissance Office', 'USAF']",[],['United States'],[],,,LEO,geocentric,sun-synchronous,,,,,,,,,,,,,,6175aaacefa4314085aa9c56
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-1 (v1.5),Satellite,False,618faad2563d69573ed8ca9d,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,LEO,geocentric,low-earth,,,,,,,,,,,,,,618fabf0563d69573ed8caa6
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-4 (v1.5),Satellite,False,61bba806437241381bf7061e,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,PO,geocentric,polar,,,,,,,,,,,,,,61bbac16437241381bf70632
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",IPXE,Satellite,False,6161c88d6db1a92bfba85348,"['NASA', 'ASI']",[49954],['United States'],"['Ball Aerospace & Technologies', 'OHB Italia']",330.0,730.0,LEO,geocentric,low-earth,,6969.567,0.0011029,583.746,599.119,0.2294,96.509,2.0,2022-11-30T11:32:20.000Z,14.92086625,243.0779,215.2829,261.7641,61c1f395a4a2462678cbf46e
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-5 (v1.5),Satellite,False,61d5eca1f88e4c5fc91f1eb7,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,61d5ece4f88e4c5fc91f1ebb
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-6 (v1.5),Satellite,False,61e048bbbe8d8b66799018d0,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,61e05516be8d8b66799018d4
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-7 (v1.5),Satellite,False,61e048ffbe8d8b66799018d1,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,61e05520be8d8b66799018d5
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",IM-1 Nova-C,Satellite,False,61eef7489eb1064137a1bd6f,"['Intuitive Machines', 'NASA']",[],['United States'],['Intuitive Machines'],1908.0,4206.0,TLI,trans-lunar-injection,lunar,,,,,,,,,,,,,,61eef9b89eb1064137a1bd72
"{'capsule': '5e9e2c5df359188aba3b2676', 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Ax-1,Dragon 2.0,True,61eefaa89eb1064137a1bd73,['Axiom Space'],[],['United States'],['SpaceX'],,,ISS,geocentric,low-earth,,,,,,,,,,,,,,61eefb129eb1064137a1bd74
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-8 (v1.5),Satellite,False,61fc01dae0dc5662b76489a7,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,61fc02e1e0dc5662b76489b4
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-11 (v1.5),Satellite,False,61fc0203e0dc5662b76489a8,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,61fc0334e0dc5662b76489b5
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-9 (v1.5),Satellite,False,61fc0224e0dc5662b76489ab,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,61fc0379e0dc5662b76489b6
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-10 (v1.5),Satellite,False,61fc0243e0dc5662b76489ae,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,61fc0382e0dc5662b76489b7
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-12 (v1.5),Satellite,False,6234908cf051102e1fcedac4,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,623491e5f051102e1fcedac9
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Transporter-4,Satellite,False,6243ad8baf52800c6e919252,[],[],['United States'],[],,,SSO,geocentric,sun-synchronous,,,,,,,,,,,,,,6243af62af52800c6e919260
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-14 (v1.5),Satellite,False,6243ada6af52800c6e919253,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,6243af9faf52800c6e919261
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",NROL-85,Satellite,False,6243adcaaf52800c6e919254,"['USAF', 'National Reconnaissance Office']",[],['United States'],[],,,LEO,geocentric,low-earth,,,,,,,,,,,,,,6243b036af52800c6e919262
"{'capsule': '62615d180ec008379be596f1', 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Crew-4,Crew Dragon,False,6243ade2af52800c6e919255,['NASA (CCtCap)'],[],['United States'],['SpaceX'],,,ISS,geocentric,low-earth,,,,,,,,,,,,,,6243b1cdaf52800c6e919265
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Nilesat-301,Satellite,False,6243ae0aaf52800c6e919257,['Nilesat'],[],['Egypt'],['Thales Alenia Space'],3938.0,8681.804,GEO,geocentric,geostationary,,,,,,,,15.0,,,,,,6243b286af52800c6e919266
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Transporter-5,Satellite,False,6243ae24af52800c6e919258,[],[],['United States'],[],,,SSO,geocentric,sun-synchronous,,,,,,,,,,,,,,6243b39daf52800c6e919267
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}","O3b mPower 1,2",Satellite,False,6243ba08af52800c6e919270,['SES'],[],['United States'],[],5100.0,11243.58,MEO,geocentric,medium-earth,,,,,,,,,,,,,,6243b788af52800c6e91926b
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",CRS-25,Dragon 2.0,True,6243ae40af52800c6e919259,['NASA (CRS)'],[],['United States'],['SpaceX'],,,ISS,geocentric,low-earth,,,,,,,,,,,,,,6243b835af52800c6e91926d
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",WorldView Legion 1 & 2,Satellite,False,6243ae58af52800c6e91925a,['DigitalGlobe'],[],['United States'],[],,,SSO,geocentric,sun-synchronous,,,,,,,,,,,,,,6243b896af52800c6e91926e
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",SES-22,Satellite,False,6243aea5af52800c6e91925c,['SES'],[],['United States'],['Thales Alenia Space'],3500.0,7716.179,MEO,geocentric,medium-earth,,,,,,,,,,,,,,6243b93caf52800c6e91926f
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",O3b mPower 3.4,Satellite,False,6243ae7daf52800c6e91925b,['SES'],[],['United States'],[],5100.0,11243.58,MEO,geocentric,medium-earth,,,,,,,,,,,,,,6243ba4faf52800c6e919271
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-15 (v1.5),Satellite,False,625828f25988f159024b9643,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,625829cf5988f159024b9648
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-13 (v1.5),Satellite,False,6258290d5988f159024b9644,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,625829d75988f159024b9649
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-16 (v1.5),Satellite,False,62582a6f5988f159024b964b,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,62582aa55988f159024b964d
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-17 (v1.5),Satellite,False,62582a855988f159024b964c,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,62582aad5988f159024b964e
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-18 (v1.5),Satellite,False,62615ebc0ec008379be596fa,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,62615ee40ec008379be596fd
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-19 (v1.5),Satellite,False,6278481757b51b752c5c5a5f,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,6278484e57b51b752c5c5a63
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Psyche,Satellite,False,628025222c0aa958437dcf76,['NASA'],[],['United States'],['Maxar Technologies'],2608.0,5750.0,BEO,geocentric,beyond-earth,,,,,,,,,,,,,,628026a42c0aa958437dcf7c
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Janus,Satellite,False,628025222c0aa958437dcf76,['NASA'],[],['United States'],"['University of Colorado Boulder', 'Lockheed Martin']",72.0,158.0,BEO,geocentric,beyond-earth,,,,,,,,,,,,,,628027062c0aa958437dcf7d
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Globalstar FM15,Satellite,False,62a9f08b20413d2695d88711,['Globalstar'],[],['United States'],[],700.0,1543.236,LEO,geocentric,low-earth,,,,,,,,,,,,,,62adecbcd26f4f711fa53848
"{'capsule': '617c05591bad2c661a6e2909', 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Crew-5,Crew Dragon,False,62dd70d5202306255024d139,['NASA (CCtCap)'],[],['United States'],['SpaceX'],,,ISS,geocentric,low-earth,,,,,,,,,,,,,,62dd73ed202306255024d145
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-21 (v1.5),Satellite,False,62a9f0c920413d2695d88712,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,630bccc6d36448026ab01639
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 3-1 (v1.5),Satellite,False,62a9f0e320413d2695d88713,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,630bccd6d36448026ab0163a
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-22 (v1.5),Satellite,False,62a9f0f820413d2695d88714,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,630bce10d36448026ab0163b
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 3-2 (v1.5),Satellite,False,62a9f10b20413d2695d88715,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,630bce49d36448026ab0163c
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-25 (v1.5),Satellite,False,62a9f12820413d2695d88716,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,630bce79d36448026ab0163d
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-26 (v1.5),Satellite,False,62a9f8b320413d2695d8871b,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,630bcea1d36448026ab0163e
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-27 (v1.5),Satellite,False,62f3b5200f55c50e192a4e6c,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,630bceadd36448026ab0163f
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 3-3 (v1.5),Satellite,False,62f3b4ff0f55c50e192a4e6b,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,630bceb8d36448026ab01640
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",KPLO,Satellite,False,62a9f86420413d2695d88719,['KARI'],[53365],['South Korea'],['KARI'],678.0,1495.0,TLI,trans-lunar-injection,lunar,,6625.044,0.00033,244.723,249.095,29.5,89.442,1.0,2022-08-04T23:16:44.000Z,16.09976711,147.2458,140.47,307.52,630bcfe1d36448026ab01641
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 3-4 (v1.5),Satellite,False,62f3b53a0f55c50e192a4e6f,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,630f63bf18702d4844fb5391
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-23 (v1.5),Satellite,False,62f3b5290f55c50e192a4e6d,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,631614d7ffc78f3b85670716
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-20 (v1.5),Satellite,False,62f3b5330f55c50e192a4e6e,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,631614e9ffc78f3b85670717
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-2 (v1.5),Satellite,False,62a9f89a20413d2695d8871a,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,63161610ffc78f3b85670718
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-34 (v1.5),Satellite,False,63161329ffc78f3b8567070b,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,63161699ffc78f3b85670719
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-35 (v1.5),Satellite,False,63161339ffc78f3b8567070c,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,631616a7ffc78f3b8567071a
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink 4-36 (v1.5),Satellite,False,62f3b5200f55c50e192a4e6c,['SpaceX'],[],['United States'],['SpaceX'],13260.0,29233.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,631616aeffc78f3b8567071b
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",TTL-1,Satellite,False,62f3b5200f55c50e192a4e6c,['Space Development Agency'],[],['United States'],['SpaceX'],,,PO,geocentric,polar,,,,,,,,,,,,,,63161760ffc78f3b8567071c
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Varuna-TDM,Satellite,False,62f3b5330f55c50e192a4e6e,['Boeing'],[],['United States'],"['Spaceflight Inc', 'Digital Astro']",180.0,396.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,631617fbffc78f3b8567071d
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",BlueWalker 3,Satellite,False,62a9f89a20413d2695d8871a,['AST & Science'],[],['United States'],['AST & Science'],1500.0,3306.0,VLEO,geocentric,very-low-earth,,,,,,,,,,,,,,63161872ffc78f3b8567071e
